year,semester,campus,course_code,course_prefix,is_core,is_math,avg_fail_ratio_3y,recent_fail_count,is_offered_last_year,latent_demand_count,bottleneck_score,plan_alignment_score,course_level,gap_since_last_offered,is_offered
2020,Fall,Beirut,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC698,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Beirut,CSC699,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2020,Fall,Beirut,BIF205,BIF,1,0,0.0,0,0,0,1,0.0,2,99,1
2020,Fall,Beirut,BIF243,BIF,1,0,0.0,0,0,0,1,1.0,2,99,1
2020,Fall,Beirut,BIF244,BIF,1,0,0.0,0,0,0,0,0.0,2,99,0
2020,Fall,Beirut,BIF245,BIF,1,0,0.0,0,0,0,2,0.0,2,99,1
2020,Fall,Beirut,BIF310,BIF,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Beirut,BIF345,BIF,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Beirut,BIF375,BIF,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Beirut,BIF415,BIF,1,0,0.0,0,0,0,2,0.0,4,99,0
2020,Fall,Beirut,BIF425,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,BIF435,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,BIF455,BIF,0,0,0.0,0,0,0,0,1.0,4,99,1
2020,Fall,Beirut,BIF498,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,BIF513,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Beirut,BIF515,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Beirut,BIF524,BIF,1,0,0.0,0,0,0,0,1.0,5,99,1
2020,Fall,Beirut,BIF599,BIF,1,0,0.0,0,0,0,0,0.0,5,99,1
2020,Fall,Beirut,MTH101,MTH,0,1,0.0,0,0,0,1,1.0,1,99,1
2020,Fall,Beirut,MTH102,MTH,0,1,0.0,0,0,0,3,1.0,1,99,0
2020,Fall,Beirut,MTH201,MTH,0,1,0.0,0,0,0,8,1.0,2,99,1
2020,Fall,Beirut,MTH206,MTH,0,1,0.0,0,0,0,1,0.0,2,99,0
2020,Fall,Beirut,MTH207,MTH,0,1,0.0,0,0,0,9,1.0,2,99,1
2020,Fall,Beirut,MTH301,MTH,0,1,0.0,0,0,0,2,0.0,3,99,0
2020,Fall,Beirut,MTH302,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Beirut,MTH303,MTH,0,1,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Beirut,MTH304,MTH,0,1,0.0,0,0,0,0,0.0,3,99,1
2020,Fall,Beirut,MTH305,MTH,0,1,0.0,0,0,0,2,1.0,3,99,1
2020,Fall,Beirut,MTH306,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Beirut,MTH307,MTH,0,1,0.0,0,0,0,0,0.0,3,99,1
2020,Fall,Beirut,MTH308,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Beirut,MTH309,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Beirut,MTH311,MTH,0,1,0.0,0,0,0,1,1.0,3,99,1
2020,Fall,Beirut,MTH312,MTH,0,1,0.0,0,0,0,0,0.0,3,99,0
2020,Fall,Beirut,MTH400,MTH,0,1,0.0,0,0,0,0,1.0,4,99,1
2020,Fall,Beirut,MTH401,MTH,0,1,0.0,0,0,0,3,1.0,4,99,1
2020,Fall,Beirut,MTH402,MTH,0,1,0.0,0,0,0,1,1.0,4,99,0
2020,Fall,Beirut,MTH403,MTH,0,1,0.0,0,0,0,0,0.0,4,99,0
2020,Fall,Beirut,MTH407,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,MTH409,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,MTH410,MTH,0,1,0.0,0,0,0,0,0.0,4,99,1
2020,Fall,Beirut,MTH411,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,MTH498,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Beirut,STA102,STA,0,0,0.0,0,0,0,0,1.0,1,99,0
2020,Fall,Beirut,STA205,STA,1,0,0.0,0,0,0,0,1.0,2,99,1
2020,Fall,Beirut,STA302,STA,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Byblos,CSC201,CSC,1,0,0.0,0,0,0,0,1.0,2,99,1
2020,Fall,Byblos,CSC243,CSC,1,0,0.0,0,0,0,1,1.0,2,99,1
2020,Fall,Byblos,CSC245,CSC,1,0,0.0,0,0,0,4,0.0,2,99,1
2020,Fall,Byblos,CSC310,CSC,1,0,0.0,0,0,0,6,1.0,3,99,1
2020,Fall,Byblos,CSC317,CSC,0,0,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,CSC320,CSC,1,0,0.0,0,0,0,1,0.0,3,99,0
2020,Fall,Byblos,CSC326,CSC,1,0,0.0,0,0,0,7,1.0,3,99,1
2020,Fall,Byblos,CSC375,CSC,1,0,0.0,0,0,0,5,0.0,3,99,1
2020,Fall,Byblos,CSC380,CSC,1,0,0.0,0,0,0,0,0.0,3,99,0
2020,Fall,Byblos,CSC430,CSC,1,0,0.0,0,0,0,1,0.0,4,99,1
2020,Fall,Byblos,CSC431,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC433,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC435,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC437,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC438,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC439,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC443,CSC,0,0,0.0,0,0,0,0,1.0,4,99,1
2020,Fall,Byblos,CSC446,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC447,CSC,1,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC460,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC461,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC462,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC463,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC464,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC490,CSC,1,0,0.0,0,0,0,2,0.0,4,99,0
2020,Fall,Byblos,CSC491,CSC,1,0,0.0,0,0,0,0,1.0,4,99,1
2020,Fall,Byblos,CSC498,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,CSC597,CSC,0,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Byblos,CSC598,CSC,1,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Byblos,CSC599,CSC,1,0,0.0,0,0,0,0,1.0,5,99,1
2020,Fall,Byblos,CSC600,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2020,Fall,Byblos,CSC611,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC612,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC613,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC614,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC615,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC616,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC617,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC618,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC619,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC621,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC622,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC623,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC624,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC625,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC630,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC631,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC632,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC633,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC634,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC635,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC636,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC637,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC638,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC647,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC650,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC660,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC662,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC664,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2020,Fall,Byblos,CSC698,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2020,Fall,Byblos,CSC699,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2020,Fall,Byblos,BIF205,BIF,1,0,0.0,0,0,0,1,0.0,2,99,1
2020,Fall,Byblos,BIF243,BIF,1,0,0.0,0,0,0,1,1.0,2,99,1
2020,Fall,Byblos,BIF244,BIF,1,0,0.0,0,0,0,0,0.0,2,99,0
2020,Fall,Byblos,BIF245,BIF,1,0,0.0,0,0,0,2,0.0,2,99,1
2020,Fall,Byblos,BIF310,BIF,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Byblos,BIF345,BIF,1,0,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,BIF375,BIF,1,0,0.0,0,0,0,0,1.0,3,99,1
2020,Fall,Byblos,BIF415,BIF,1,0,0.0,0,0,0,2,0.0,4,99,0
2020,Fall,Byblos,BIF425,BIF,0,0,0.0,0,0,0,0,1.0,4,99,1
2020,Fall,Byblos,BIF435,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,BIF455,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,BIF498,BIF,0,0,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,BIF513,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Byblos,BIF515,BIF,0,0,0.0,0,0,0,0,1.0,5,99,0
2020,Fall,Byblos,BIF524,BIF,1,0,0.0,0,0,0,0,1.0,5,99,1
2020,Fall,Byblos,BIF599,BIF,1,0,0.0,0,0,0,0,0.0,5,99,1
2020,Fall,Byblos,MTH101,MTH,0,1,0.0,0,0,0,1,1.0,1,99,1
2020,Fall,Byblos,MTH102,MTH,0,1,0.0,0,0,0,3,1.0,1,99,1
2020,Fall,Byblos,MTH201,MTH,0,1,0.0,0,0,0,8,1.0,2,99,1
2020,Fall,Byblos,MTH206,MTH,0,1,0.0,0,0,0,1,0.0,2,99,1
2020,Fall,Byblos,MTH207,MTH,0,1,0.0,0,0,0,9,1.0,2,99,1
2020,Fall,Byblos,MTH301,MTH,0,1,0.0,0,0,0,2,0.0,3,99,0
2020,Fall,Byblos,MTH302,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,MTH303,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,MTH304,MTH,0,1,0.0,0,0,0,0,0.0,3,99,1
2020,Fall,Byblos,MTH305,MTH,0,1,0.0,0,0,0,2,1.0,3,99,1
2020,Fall,Byblos,MTH306,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,MTH307,MTH,0,1,0.0,0,0,0,0,0.0,3,99,0
2020,Fall,Byblos,MTH308,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,MTH309,MTH,0,1,0.0,0,0,0,0,1.0,3,99,0
2020,Fall,Byblos,MTH311,MTH,0,1,0.0,0,0,0,1,1.0,3,99,0
2020,Fall,Byblos,MTH312,MTH,0,1,0.0,0,0,0,0,0.0,3,99,0
2020,Fall,Byblos,MTH400,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,MTH401,MTH,0,1,0.0,0,0,0,3,1.0,4,99,0
2020,Fall,Byblos,MTH402,MTH,0,1,0.0,0,0,0,1,1.0,4,99,0
2020,Fall,Byblos,MTH403,MTH,0,1,0.0,0,0,0,0,0.0,4,99,0
2020,Fall,Byblos,MTH407,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,MTH409,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,MTH410,MTH,0,1,0.0,0,0,0,0,0.0,4,99,0
2020,Fall,Byblos,MTH411,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,MTH498,MTH,0,1,0.0,0,0,0,0,1.0,4,99,0
2020,Fall,Byblos,STA102,STA,0,0,0.0,0,0,0,0,1.0,1,99,0
2020,Fall,Byblos,STA205,STA,1,0,0.0,0,0,0,0,1.0,2,99,1
2020,Fall,Byblos,STA302,STA,1,0,0.0,0,0,0,0,1.0,3,99,1
2021,Spring,Beirut,CSC201,CSC,1,0,0.016,6,0,0,0,1.0,2,1,1
2021,Spring,Beirut,CSC243,CSC,1,0,0.024,3,0,0,1,0.0,2,1,1
2021,Spring,Beirut,CSC245,CSC,1,0,0.179,7,0,117,4,1.0,2,1,1
2021,Spring,Beirut,CSC310,CSC,1,0,0.085,5,0,206,6,0.0,3,1,1
2021,Spring,Beirut,CSC317,CSC,0,0,0.0,0,0,52,0,1.0,3,99,0
2021,Spring,Beirut,CSC320,CSC,1,0,0.067,2,0,206,1,1.0,3,1,1
2021,Spring,Beirut,CSC326,CSC,1,0,0.0,0,0,54,7,0.0,3,1,1
2021,Spring,Beirut,CSC375,CSC,1,0,0.0,0,0,206,5,1.0,3,1,0
2021,Spring,Beirut,CSC380,CSC,1,0,0.0,0,0,230,0,1.0,3,99,0
2021,Spring,Beirut,CSC430,CSC,1,0,0.0,0,0,62,1,1.0,4,1,0
2021,Spring,Beirut,CSC431,CSC,0,0,0.0,0,0,76,0,1.0,4,99,0
2021,Spring,Beirut,CSC433,CSC,0,0,0.0,0,0,115,0,1.0,4,99,0
2021,Spring,Beirut,CSC435,CSC,0,0,0.0,0,0,62,0,1.0,4,99,0
2021,Spring,Beirut,CSC437,CSC,0,0,0.0,0,0,62,0,1.0,4,99,0
2021,Spring,Beirut,CSC438,CSC,0,0,0.0,0,0,62,0,1.0,4,99,0
2021,Spring,Beirut,CSC439,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Spring,Beirut,CSC443,CSC,0,0,0.0,0,0,76,0,1.0,4,1,0
2021,Spring,Beirut,CSC446,CSC,0,0,0.0,0,0,62,0,1.0,4,99,0
2021,Spring,Beirut,CSC447,CSC,1,0,0.0,0,0,114,0,0.0,4,99,1
2021,Spring,Beirut,CSC460,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2021,Spring,Beirut,CSC461,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2021,Spring,Beirut,CSC462,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Spring,Beirut,CSC463,CSC,0,0,0.0,0,0,39,0,1.0,4,99,0
2021,Spring,Beirut,CSC464,CSC,0,0,0.0,0,0,52,0,1.0,4,99,0
2021,Spring,Beirut,CSC490,CSC,1,0,0.0,0,0,76,2,1.0,4,99,1
2021,Spring,Beirut,CSC491,CSC,1,0,0.0,0,0,76,0,1.0,4,99,1
2021,Spring,Beirut,CSC498,CSC,0,0,0.0,0,0,0,0,1.0,4,99,0
2021,Spring,Beirut,CSC597,CSC,0,0,0.0,0,0,76,0,1.0,5,99,0
2021,Spring,Beirut,CSC598,CSC,1,0,0.0,0,0,0,0,0.0,5,99,0
2021,Spring,Beirut,CSC599,CSC,1,0,0.0,0,0,0,0,0.0,5,1,1
2021,Spring,Beirut,CSC600,CSC,0,0,0.0,0,0,0,0,1.0,6,1,1
2021,Spring,Beirut,CSC611,CSC,0,0,0.067,1,0,0,0,1.0,6,1,0
2021,Spring,Beirut,CSC612,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2021,Spring,Beirut,CSC613,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC614,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC615,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC616,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC617,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC618,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC619,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC621,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC622,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC623,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC624,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC625,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC630,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC631,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC632,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC633,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC634,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC635,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC636,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC637,CSC,0,0,0.0,0,0,0,0,1.0,6,99,1
2021,Spring,Beirut,CSC638,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC647,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC650,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC660,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC662,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC664,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC666,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC668,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC688,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC690,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC691,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC694,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC696,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
2021,Spring,Beirut,CSC697,CSC,0,0,0.0,0,0,0,0,1.0,6,99,0
